ID,Año,Título y Medio,Ocasión y Lugar,# representaciones,Última representación,GP compositor,Título,Medio,Ocasión,Lugar,Facebook live,Universidad de Chile,# Intérpretes GP H,# Intérpretes GP M,# Intérpretes GP ND
RMCh226_163,2016,"Friso araucano (Canción para dormir al niñito, Canto de soltera) (1931)","Concierto de Música Vocal de Chile y Latinoamérica, Academia Chilena de Bellas Artes, Instituto de Chile",1,2016-09-01,male,Friso araucano (Canción,"dormir al niñito, Canto de soltera) (1931)",Concierto de Música Vocal de Chile y Latinoamérica,Academia Chilena de Bellas Artes,False,False,0.0,2.0,0.0
RMCh226_164,2016,"Manifiesto (1973), versión para cuarteto de guitarras","Concierto didáctico “Cuartetos para un Nuevo Tiempo”, Liceo Nº 1 de Niñas",1,2016-08-26,male,"Manifiesto (1973), versión",cuarteto de guitarras,Concierto didáctico “Cuartetos para un Nuevo Tiempo”,Liceo Nº 1 de Niñas,False,False,0.0,0.0,1.0
RMCh226_165,2016,"El cigarrito (1964), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,male,"El cigarrito (1964), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_166,2016,"Luchín (1972), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,male,"Luchín (1972), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_167,2016,Pieza Nº 1 (2016) para piano,"de 2016; Casa de la Cultura Anselmo Cádiz, Comuna El Bosque",1,2016-09-09,male,Pieza Nº 1 (2016),piano,de 2016; Casa de la Cultura Anselmo Cádiz,Comuna El Bosque,False,False,1.0,0.0,0.0
RMCh226_168,2016,El ciclo de una obsesión (2014) para consort de guitarras,"Concierto de Presentación CD CGCL-Micorriza del Consort Guitarrístico de Chile, Salón de Honor, Pontificia Universidad Católica de Valparaíso",1,2016-06-23,male,El ciclo de una obsesión (2014),consort de guitarras,Concierto de Presentación CD CGCL-Micorriza del Consort Guitarrístico de Chile,Salón de Honor,False,False,0.0,0.0,1.0
RMCh226_169,2016,Ilk de il ve son de il (2015) para medios electrónicos y piano,"OL Temporada Oficial del Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Gabinete de Electroacústica para la Música de Arte, Sala Isidora Zegers",1,2016-05-25,,Ilk de il ve son de il (2015),medios electrónicos y piano,OL Temporada Oficial del Departamento de Música y Sonología,Facultad de Artes de la Universidad de Chile,False,True,5.0,0.0,1.0
RMCh226_170,2016,La Constitución (siglo XIX) para piano,"Temporada Oficial, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo de piano, Sala Isidora Zegers",1,2016-09-28,female,La Constitución (siglo XIX),piano,Temporada Oficial,Departamento de Música y Sonología,False,True,0.0,1.0,0.0
RMCh226_171,2016,Mali (2016) para violonchelo,"Festival de Música Contemporánea de Córdoba, Argentina, Salón Auditorio “Arturo Trigueros”, Campus Ciudad de las Artes",1,2016-08-11,female,Mali (2016),violonchelo,Festival de Música Contemporánea de Córdoba,Argentina,False,False,0.0,1.0,0.0
RMCh226_172,2016,Andante (1922) para cuerdas,"Concierto homenaje que brindó la Fundación de Orquestas Juveniles e Infantiles (FOJI) al ex Presidente Patricio Aylwin, Catedral Metropolitana de Santiago",1,2016-04-22,male,Andante (1922),cuerdas,Concierto homenaje que brindó la Fundación de Orquestas Juveniles e Infantiles (FOJI) al ex Presidente Patricio Aylwin,Catedral Metropolitana de Santiago,False,False,1.0,0.0,2.0
RMCh226_173,2016,Andante (1922) para cuerdas,"3er Concierto de Extensión, Temporada Oficial, Choapa, Limarí, Elqui",1,2016-05-26,male,Andante (1922),cuerdas,3er Concierto de Extensión,Temporada Oficial,False,False,1.0,0.0,1.0
RMCh226_174,2016,Andante (1922) para cuerdas,"3er Concierto de la Temporada Oficial, Teatro Municipal de La Serena",1,2016-05-27,male,Andante (1922),cuerdas,3er Concierto de la Temporada Oficial,Teatro Municipal de La Serena,False,False,1.0,0.0,1.0
RMCh226_175,2016,Andante (1922) para cuerdas,Teatro Municipal de Ñuñoa,1,2016-08-20,male,Andante (1922),cuerdas,Teatro Municipal de Ñuñoa,,False,False,1.0,0.0,1.0
RMCh226_176,2016,Canto de invierno (1933) para orquesta,"Temporada Oficial, Concierto Nº 7, El Romanticismo Orquestado, Teatro Municipal de Santiago",2,2016-05-19,male,Canto de invierno (1933),orquesta,Temporada Oficial,Concierto Nº 7,False,False,1.0,0.0,1.0
RMCh226_177,2016,Lass meine Tränen fliessen (1918) para voz y piano,"Concierto de Música Vocal de Chile y Latinoamérica, Academia Chilena de Bellas Artes, Instituto de Chile",1,2016-09-01,male,Lass meine Tränen fliessen (1918),voz y piano,Concierto de Música Vocal de Chile y Latinoamérica,Academia Chilena de Bellas Artes,False,False,0.0,2.0,0.0
RMCh226_178,2016,Vigilien (1955) para voz y piano,"Concierto de Música Vocal de Chile y Latinoamérica, Academia Chilena de Bellas Artes, Instituto de Chile",1,2016-09-01,male,Vigilien (1955),voz y piano,Concierto de Música Vocal de Chile y Latinoamérica,Academia Chilena de Bellas Artes,False,False,0.0,2.0,0.0
RMCh226_179,2015,Sonatina (1953) para violín y piano,"Asociación Nacional de Compositores de Chile (ANC) en Otoño, Panorama Contemporáneo Chileno para violín y piano, Sala América, Biblioteca Nacional",1,2015-05-16,male,Sonatina (1953),violín y piano,Asociación Nacional de Compositores de Chile (ANC) en Otoño,Panorama Contemporáneo Chileno para violín y piano,False,False,1.0,1.0,1.0
RMCh226_180,2016,Suite grotesca (Entrada-vals-Interludio digestivo – La mona triste) (1936) para violín y piano,"Concierto de lanzamiento CD Homenaje a compositores chilenos. Piano chileno del siglo XX y XXI, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2016-07-29,male,Suite grotesca (Entrada-vals-Interludio digestivo – La mona triste) (1936),violín y piano,Concierto de lanzamiento CD Homenaje a compositores chilenos. Piano chileno del siglo XX y XXI,Sala Isidora Zegers,False,True,1.0,1.0,0.0
RMCh226_181,2016,Suite grotesca (Entrada-vals-Interludio digestivo – La mona triste) (1936) para violín y piano,"Panorama Musical Chileno Nº 4, Concierto para violín y piano, Sala América de la Biblioteca Nacional",1,2016-08-01,male,Suite grotesca (Entrada-vals-Interludio digestivo – La mona triste) (1936),violín y piano,Panorama Musical Chileno Nº 4,Concierto para violín y piano,False,False,1.0,1.0,0.0
RMCh226_182,2016,Madrigal (1933-1934) para voz y piano,"Concierto de Música Vocal de Chile y Latinoamérica, Academia Chilena de Bellas Artes, Instituto de Chile",1,2016-09-01,male,Madrigal (1933-1934),voz y piano,Concierto de Música Vocal de Chile y Latinoamérica,Academia Chilena de Bellas Artes,False,False,1.0,1.0,0.0
RMCh226_183,2016,A Julio Perceval (Tempo de chamamé. Rubato) (1995) para piano,"Concierto de lanzamiento CD Homenaje a compo sitores chilenos. Piano chileno del siglo XX y XXI, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2016-07-29,male,A Julio Perceval (Tempo de chamamé. Rubato) (1995),piano,Concierto de lanzamiento CD Homenaje a compo sitores chilenos. Piano chileno del siglo XX y XXI,Sala Isidora Zegers,False,True,0.0,1.0,0.0
RMCh226_184,2016,A Julio Perceval (Tempo de chamamé. Rubato) (1995) para piano,"Temporada Oficial de Conciertos 2016, Departamento de Música y Sonología, Facultad de Artes, Ciclo Música Chilena y Latinoamericana, Biblioteca Nacional",1,2016-08-08,male,A Julio Perceval (Tempo de chamamé. Rubato) (1995),piano,Temporada Oficial de Conciertos 2016,Departamento de Música y Sonología,False,False,0.0,1.0,0.0
RMCh226_185,2016,A Violeta Parra (Tempo de tonada. Tranquilo y algo lángido) (1995) para piano,"Concierto de lanzamiento CD Homenaje a compo sitores chilenos. Piano chileno del siglo XX y XXI, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile. (Tempo de tonada)",1,2016-07-29,male,A Violeta Parra (Tempo de tonada. Tranquilo y algo lángido) (1995),piano,Concierto de lanzamiento CD Homenaje a compo sitores chilenos. Piano chileno del siglo XX y XXI,Sala Isidora Zegers,False,True,0.0,1.0,0.0
RMCh226_186,2016,A Violeta Parra (Tempo de tonada. Tranquilo y algo lángido) (1995) para piano,"Temporada Oficial de Conciertos 2016, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Música Chilena y Latinoamericana, Biblioteca Nacional",1,2016-08-08,male,A Violeta Parra (Tempo de tonada. Tranquilo y algo lángido) (1995),piano,Temporada Oficial de Conciertos 2016,Departamento de Música y Sonología,False,True,0.0,1.0,0.0
RMCh226_187,2016,Alguien pasó (Tempo giusto) (1995) para piano,"Concierto de lanzamiento CD Homenaje a compositores chilenos. Piano chileno del siglo XX y XXI, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2016-07-29,male,Alguien pasó (Tempo giusto) (1995),piano,Concierto de lanzamiento CD Homenaje a compositores chilenos. Piano chileno del siglo XX y XXI,Sala Isidora Zegers,False,True,0.0,1.0,0.0
RMCh226_188,2016,Alguien pasó (Tempo giusto) (1995) para piano,"Temporada Oficial de Conciertos, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Música Chilena y Latinoamericana, Biblioteca Nacional",1,2016-08-08,male,Alguien pasó (Tempo giusto) (1995),piano,Temporada Oficial de Conciertos,Departamento de Música y Sonología,False,True,0.0,1.0,0.0
RMCh226_189,2016,Tiempos idos (Lento molto espresivo) (1995) para piano,"Temporada Oficial de Conciertos 2016, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Música Chilena y Latinoamericana, Biblioteca Nacional",1,2016-08-08,male,Tiempos idos (Lento molto espresivo) (1995),piano,Temporada Oficial de Conciertos 2016,Departamento de Música y Sonología,False,True,0.0,1.0,0.0
RMCh226_190,2016,"Todos juntos (ca. 1971), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016, Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro Universidad de Chile",4,2016-09-16,,"Todos juntos (ca. 1971), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_191,2016,"Balada de los amantes del camino de Taverney (1983), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro Universidad de Chile; Int: Orquesta Sinfónica de Chile, Guillermo Rifo (director)",4,2016-09-16,male,"Balada de los amantes del camino de Taverney (1983), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,0.0
RMCh226_192,2016,"Arriba en la cordillera (1965), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,male,"Arriba en la cordillera (1965), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_193,2016,"Llegó volando (1983), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,male,"Llegó volando (1983), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_194,2016,"Morena esperanza (ca. 1997), versión para orquesta, texto de Nicolás Guillén","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,unknown,"Morena esperanza (ca. 1997), versión","orquesta, texto de Nicolás Guillén",Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_195,2016,"La rosa con el clavel (1962), versión para quinteto de bronces","Semana de la Educación, Concierto Educativo Bill Brass, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2016-05-26,male,"La rosa con el clavel (1962), versión",quinteto de bronces,Semana de la Educación,Concierto Educativo Bill Brass,False,True,6.0,0.0,2.0
RMCh226_196,2016,"Cuando faltan las palabras (2015) para violín y piano, obra dedicada al Dúo Allendes-Castro","Asociación Nacional de Compositores de Chile (ANC) en otoño, Panorama contemporáneo chileno para violín y piano, Sala América, Biblioteca Nacional",1,2016-05-16,male,Cuando faltan las palabras (2015),"violín y piano, obra dedicada al Dúo Allendes-Castro",Asociación Nacional de Compositores de Chile (ANC) en otoño,Panorama contemporáneo chileno para violín y piano,False,False,1.0,1.0,1.0
RMCh226_197,2016,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013) para guitarra","Semana de la Educación Artística. Un artis ta en mi escuela, Vicerrectoría de Extensión de la Universidad de Chile, Liceo Ciudad de Brasilia, Pudahuel",1,2016-05-24,male,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013)",guitarra,Semana de la Educación Artística. Un artis ta en mi escuela,Vicerrectoría de Extensión de la Universidad de Chile,False,True,0.0,1.0,0.0
RMCh226_198,2016,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013) para guitarra","Ciclo de Guitarra Universidad de Chile, Concierto de Temporada “Fiesta Latinoamericana”, Teatro Municipal de San Joaquín",1,2016-08-11,male,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013)",guitarra,Ciclo de Guitarra Universidad de Chile,Concierto de Temporada “Fiesta Latinoamericana”,False,True,0.0,1.0,0.0
RMCh226_199,2016,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013) para guitarra","Ciclo Lunes Musicales, “Música chilena y sudamericana”, Sala América, Biblioteca Nacional",1,2016-09-05,male,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013)",guitarra,Ciclo Lunes Musicales,“Música chilena y sudamericana”,False,False,0.0,1.0,0.0
RMCh226_200,2016,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013) para guitarra","Dirección de Extensión, Comunicaciones y Relaciones Universitarias (DECRU), en conjunto con la Facultad de Humanidades y Educación de la Universidad de Atacama, Concierto para guitarra, Biblioteca del Liceo José Antonio Carvajal, Copiapó",1,2016-09-08,male,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013)",guitarra,Dirección de Extensión,Comunicaciones y Relaciones Universitarias (DECRU),False,False,0.0,1.0,0.0
RMCh226_201,2016,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013) para guitarra","Ciclo de Conciertos de la Liga Chileno-Alemana, Concierto de Guitarra “Ecos Latinoamericanos”",1,2016-09-11,male,"Tres piezas latinoamericanas (1. Andino, 2. Coral, 3. Son) (2013)",guitarra,Ciclo de Conciertos de la Liga Chileno-Alemana,Concierto de Guitarra “Ecos Latinoamericanos”,False,False,0.0,1.0,0.0
RMCh226_202,2016,Océano (Blues) (2001) para violín y piano,"Panorama Musical Chileno Nº 4, Concierto para violín y piano, Sala América de la Biblioteca Nacional",1,2016-08-01,female,Océano (Blues) (2001),violín y piano,Panorama Musical Chileno Nº 4,Concierto para violín y piano,False,False,1.0,1.0,1.0
RMCh226_203,2016,Océano (Blues) (2001) para violín y piano,"Ciclo Lunes Musicales, “Música Chilena y Sudamericana”, Sala América, Biblioteca Nacional",1,2016-09-05,female,Océano (Blues) (2001),violín y piano,Ciclo Lunes Musicales,“Música Chilena y Sudamericana”,False,False,0.0,1.0,0.0
RMCh226_204,2016,Océano (Blues) (2001) para violín y piano,"Dirección de Extensión, Comunicaciones y Relaciones Universitarias (DECRU), en conjunto con la Facultad de Humanidades y Educación de la Universidad de Atacama, Concierto para guitarra, Biblioteca del Liceo José Antonio Carvajal, Copiapó",1,2016-09-08,female,Océano (Blues) (2001),violín y piano,Dirección de Extensión,Comunicaciones y Relaciones Universitarias (DECRU),False,False,0.0,1.0,0.0
RMCh226_205,2016,Océano (Blues) (2001) para violín y piano,"Ciclo de Conciertos de la Liga Chileno-Alemana, Concierto de Guitarra “Ecos Latinoamericanos”",1,2016-09-11,female,Océano (Blues) (2001),violín y piano,Ciclo de Conciertos de la Liga Chileno-Alemana,Concierto de Guitarra “Ecos Latinoamericanos”,False,False,0.0,1.0,0.0
RMCh226_206,2016,*Balada de la montaña (2013) para guitarra,"Ciclo de Guitarra Universidad de Chile, Concierto de Temporada “Fiesta Latinoamericana”, Teatro Municipal de San Joaquín",1,2016-08-11,female,*Balada de la montaña (2013),guitarra,Ciclo de Guitarra Universidad de Chile,Concierto de Temporada “Fiesta Latinoamericana”,False,True,0.0,1.0,0.0
RMCh226_207,2016,*Balada de la montaña (2013) para guitarra,"Ciclo Lunes Musicales, “Música Chilena y Sudamericana”, Sala América, Biblioteca Nacional",1,2016-09-05,female,*Balada de la montaña (2013),guitarra,Ciclo Lunes Musicales,“Música Chilena y Sudamericana”,False,False,0.0,1.0,0.0
RMCh226_208,2016,*Balada de la montaña (2013) para guitarra,"Dirección de Extensión, Comunicaciones y Relaciones Universitarias (DECRU), en conjunto con la Facultad de Humanidades y Educación de las Universidad de Atacama, Concierto para guitarra, Biblioteca del Liceo José Antonio Carvajal, Copiapó",1,2016-09-08,female,*Balada de la montaña (2013),guitarra,Dirección de Extensión,Comunicaciones y Relaciones Universitarias (DECRU),False,False,0.0,1.0,0.0
RMCh226_209,2016,*Balada de la montaña (2013) para guitarra,"Ceremonia Universidad de Atacama, Teatro del Centro Cultural de Copiapó",1,2016-09-08,female,*Balada de la montaña (2013),guitarra,Ceremonia Universidad de Atacama,Teatro del Centro Cultural de Copiapó,False,False,0.0,1.0,0.0
RMCh226_210,2016,*Balada de la montaña (2013) para guitarra,"Ciclo de Conciertos de la Liga Chileno-Alemana, Concierto de Guitarra “Ecos Latinoamericanos”",1,2016-09-11,female,*Balada de la montaña (2013),guitarra,Ciclo de Conciertos de la Liga Chileno-Alemana,Concierto de Guitarra “Ecos Latinoamericanos”,False,False,0.0,1.0,0.0
RMCh226_211,2016,El iluminado (2002) para piano,"Temporada Oficial Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Siglos XIX y XX, Música instrumental contemporánea, Sala Isidora Zegers",1,2016-07-06,male,El iluminado (2002),piano,Temporada Oficial Departamento de Música y Sonología,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh226_212,2016,Erste Kommentar zu “Le Tombeau d’ une étoile” (2016) para guitarra,"Ciclo de Guitarra, Referentes y estrenos, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Museo Nacional de Bellas Artes",1,2016-07-24,male,Erste Kommentar zu “Le Tombeau d’ une étoile” (2016),guitarra,Ciclo de Guitarra,Referentes y estrenos,False,True,1.0,0.0,0.0
RMCh226_213,2016,"Veintiún miniaturas y una pieza final (2015) para flauta, fagot, viola, violonchelo, contrabajo y piano","Temporada Oficial de Conciertos 2016, Departamento de Música Sonología, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2016-09-21,male,Veintiún miniaturas y una pieza final (2015),"flauta, fagot, viola, violonchelo, contrabajo y piano",Temporada Oficial de Conciertos 2016,Departamento de Música Sonología,False,True,4.0,1.0,2.0
RMCh226_214,2016,"Londres 38 (49) (2016) para trombón, electrónica y proyec ción de imágenes","Proyecto “Desde el Centro 2”, Taller Nº 8, Centro Cultural de Los Andes",1,2016-06-22,male,Londres 38 (49) (2016),"trombón, electrónica y proyec ción de imágenes",Proyecto “Desde el Centro 2”,Taller Nº 8,False,False,2.0,0.0,0.0
RMCh226_215,2016,"Destrucciones y construcciones (2015) para orquesta, obra que obtuvo el segundo lugar en el Concurso de Composición Luis Advis 2015","4to. Concierto de Extensión de la Temporada Oficial, Choapa, Limarí, Elqui",1,2016-06-09,male,Destrucciones y construcciones (2015),"orquesta, obra que obtuvo el segundo lugar en el Concurso de Composición Luis Advis 2015",4to. Concierto de Extensión de la Temporada Oficial,Choapa,False,False,1.0,0.0,1.0
RMCh226_216,2016,"Destrucciones y construcciones (2015) para orquesta, obra que obtuvo el segundo lugar en el Concurso de Composición Luis Advis 2015","4to. Concierto, Temporada Oficial, Teatro Municipal de La Serena",1,2016-06-10,male,Destrucciones y construcciones (2015),"orquesta, obra que obtuvo el segundo lugar en el Concurso de Composición Luis Advis 2015",4to. Concierto,Temporada Oficial,False,False,1.0,0.0,1.0
RMCh226_217,2016,Calma (2007) para piano y electrónica,"Temporada Oficial del Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Gabinete de Electroacústica para la Música de Arte (GEMA), Sala Isidora Zegers",1,2016-05-25,male,Calma (2007),piano y electrónica,Temporada Oficial del Departamento de Música y Sonología,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh226_218,2016,Doo (2011) para flauta sola,"Temporada Oficial Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Siglos XIX y XX, Música instrumental contemporánea, Sala Isidora Zegers",1,2016-07-06,male,Doo (2011),flauta sola,Temporada Oficial Departamento de Música y Sonología,Facultad de Artes de la Universidad de Chile,False,True,1.0,0.0,0.0
RMCh226_219,2016,"Ephemeral (parte V-VI) (2012) para video, sonidos electrónicos, violonchelo y electrónica en tiempo real","Temporada Oficial, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Siglos XX y XXI, Gema (Gabinete de Electroacústica para la Música de Arte), Sala Isidora Zegers",1,2016-08-10,male,Ephemeral (parte V-VI) (2012),"video, sonidos electrónicos, violonchelo y electrónica en tiempo real",Temporada Oficial,Departamento de Música y Sonología,False,True,1.0,0.0,0.0
RMCh226_220,2016,"Nonática (2012), homenaje a Cirilo Vila para flauta, clarinete, violín, viola, violonchelo y piano","Temporada Oficial de Conciertos 2016, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2016-09-21,male,"Nonática (2012), homenaje a Cirilo Vila","flauta, clarinete, violín, viola, violonchelo y piano",Temporada Oficial de Conciertos 2016,Departamento de Música y Sonología,False,True,1.0,0.0,1.0
RMCh226_221,2016,"Lucuática (2016), homenaje a Cirilo Vila para flauta, clarinete, violín, viola, violonchelo y piano","Temporada Oficial de Conciertos 2016, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2016-09-21,male,"Lucuática (2016), homenaje a Cirilo Vila","flauta, clarinete, violín, viola, violonchelo y piano",Temporada Oficial de Conciertos 2016,Departamento de Música y Sonología,False,True,1.0,0.0,1.0
RMCh226_222,2016,Ay mamita (2013) para conjunto vocal e instrumental,"Concierto gratuito, Librería Le Monde Diplomatique, Santiago",1,2016-04-26,male,Ay mamita (2013),conjunto vocal e instrumental,Concierto gratuito,Librería Le Monde Diplomatique,False,False,1.0,0.0,1.0
RMCh226_223,2016,Broches de candelitas (2015) para conjunto vocal e instrumental,"Concierto gratuito, Librería Le Monde Diplomatique, Santiago",1,2016-04-26,male,Broches de candelitas (2015),conjunto vocal e instrumental,Concierto gratuito,Librería Le Monde Diplomatique,False,False,1.0,0.0,1.0
RMCh226_224,2016,Con tus manos con mis manos (2015) para conjunto vocal e instrumen tal,"Concierto gratuito, Librería Le Monde Diplomatique, Santiago",1,2016-04-26,male,Con tus manos con mis manos (2015),conjunto vocal e instrumen tal,Concierto gratuito,Librería Le Monde Diplomatique,False,False,1.0,0.0,1.0
RMCh226_225,2016,"Espacios que suenan. Performance sonora. Consiste en tres partituras independientes de tres compositores. Cada uno realiza una acción sonora en un piso del estacionamiento, y los asistentes los irán recorriendo en forma ascendente hasta llegar al Goethe Institut","VII Encuentro Internacional de Compositores, Instituto de Música, Facultad de Artes de la Pontificia Universidad Católica de Chile, Goethe Institut",1,2016-07-30,male,"Espacios que suenan. Performance sonora. Consiste en tres partituras independientes de tres compositores. Cada uno realiza una acción sonora en un piso del estacionamiento, y los asistentes los irán recorriendo en forma ascendente hasta llegar al Goethe Institut",,VII Encuentro Internacional de Compositores,Instituto de Música,False,False,4.0,0.0,0.0
RMCh226_226,2016,"Cuadros de una exposición (versión original para piano, 1874) versión para orquesta de Víctor Hugo Toro","Temporada de Conciertos 2016, Corporación Cultural de Las Condes",1,2016-08-03,unknown,Cuadros de una exposición (versión original,"piano, 1874) versión",Temporada de Conciertos 2016,Corporación Cultural de Las Condes,False,False,1.0,0.0,1.0
RMCh226_227,2016,"*Lego II, escena sonora para instrumentos de juguete (2016)","VII Encuentro Internacional de Compositores, “Música y escena”, Instituto de Música, Facultad de Artes de la Pontificia Universidad Católica de Chile, Goethe Institut",1,2016-07-31,male,"*Lego II, escena sonora",instrumentos de juguete (2016),VII Encuentro Internacional de Compositores,“Música y escena”,False,False,3.0,2.0,0.0
RMCh226_228,2016,Spiegelung (2013) para video y electroacústica,"Temporada Oficial, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile, Ciclo Siglos XX y XXI, Gema (Gabinete de Electroacústica para la Música de Arte), Sala Isidora Zegers",1,2016-08-10,male,Spiegelung (2013),video y electroacústica,Temporada Oficial,Departamento de Música y Sonología,False,True,0.0,0.0,0.0
RMCh226_229,2016,Anticueca Nº 1 (1960) para guitarra,"Inauguración del Año Académico 2016 del Instituto de Chile, Auditorio del Instituto de Chile",1,2016-04-26,female,Anticueca Nº 1 (1960),guitarra,Inauguración del Año Académico 2016 del Instituto de Chile,Auditorio del Instituto de Chile,False,False,1.0,0.0,0.0
RMCh226_230,2016,"Fantasía de Violeta Parra (2012), versión para quinteto de bronces","Semana de la Educación, Concierto Educativo Bill Brass, Departamento de Musica y Sonología, Facultad de Artes de la Universidad de Chile, Sala Isidora Zegers",1,2016-05-26,female,"Fantasía de Violeta Parra (2012), versión",quinteto de bronces,Semana de la Educación,Concierto Educativo Bill Brass,False,True,6.0,0.0,2.0
RMCh226_231,2016,"La jardinera (1953), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,female,"La jardinera (1953), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_232,2016,"Gracias a la vida (1966), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,female,"Gracias a la vida (1966), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
RMCh226_233,2016,"Gracias a la vida (1966), improvisación para piano","Ciclo de Grandes Pianistas, Teatro Municipal de Santiago",1,2016-08-17,female,"Gracias a la vida (1966), improvisación",piano,Ciclo de Grandes Pianistas,Teatro Municipal de Santiago,False,False,0.0,1.0,1.0
RMCh226_234,2016,"Run Run se fue pa’l norte (1966), versión para orquesta","Concierto Nº 17, Música Chilena, Temporada Oficial 2016 de la Orquesta Sinfónica de Chile (OSCH), Centro de Extensión Artística y Cultural de la Universidad de Chile, Teatro de la Universidad de Chile",4,2016-09-16,female,"Run Run se fue pa’l norte (1966), versión",orquesta,Concierto Nº 17,Música Chilena,False,True,1.0,0.0,1.0
